Product_A,Product_A_Name,Product_B,Product_B_Name,Purchase_Count,Confidence,Lift
82483,WOOD 2 DRAWER CABINET WHITE FINISH,82486,WOOD S/3 CABINET ANT WHITE FINISH,213,0.5518134715025906,18.695823452058487
23199,JUMBO BAG APPLES,23200,JUMBO BAG PEARS,212,0.3861566484517304,17.584200268710138
22326,ROUND SNACK BOXES SET OF4 WOODLAND ,POST,POSTAGE,211,0.48394495412844035,7.619693788842853
20724,RED RETROSPOT CHARLOTTE BAG,22356,CHARLOTTE BAG PINK POLKADOT,211,0.38786764705882354,17.66211305950952
22470,HEART OF WICKER LARGE,85123A,WHITE HANGING HEART T-LIGHT HOLDER,207,0.33934426229508197,3.4350084463946113
22726,ALARM CLOCK BAKELIKE GREEN,22730,ALARM CLOCK BAKELIKE IVORY,206,0.3333333333333333,14.502321262766944
21136,PAINTED METAL PEARS ASSORTED,84879,ASSORTED COLOUR BIRD ORNAMENT,205,0.7454545454545455,10.054623959805308
23199,JUMBO BAG APPLES,23202,JUMBO BAG VINTAGE LEAF,204,0.37158469945355194,9.689117563881515
21754,HOME BUILDING BLOCK WORD,21755,LOVE BUILDING BLOCK WORD,203,0.37592592592592594,14.080544453326228
20724,RED RETROSPOT CHARLOTTE BAG,22355,CHARLOTTE BAG SUKI DESIGN,203,0.37316176470588236,13.811406642040703
23199,JUMBO BAG APPLES,23206,LUNCH BAG APPLE DESIGN,203,0.3697632058287796,8.967906074285262
22112,CHOCOLATE HOT WATER BOTTLE,22114,HOT WATER BOTTLE TEA AND SYMPATHY,203,0.3677536231884058,14.541629976151166
21931,JUMBO STORAGE BAG SUKI,22386,JUMBO BAG PINK POLKADOT,203,0.347008547008547,7.8435984019196745
23206,LUNCH BAG APPLE DESIGN,23207,LUNCH BAG ALPHABET DESIGN,203,0.31521739130434784,10.72631903002747
20726,LUNCH BAG WOODLAND,23206,LUNCH BAG APPLE DESIGN,202,0.3470790378006873,8.417744551877227
22384,LUNCH BAG PINK POLKADOT,23209,LUNCH BAG DOILEY PATTERN ,201,0.3022556390977444,6.371026757176343
20726,LUNCH BAG WOODLAND,22384,LUNCH BAG PINK POLKADOT,200,0.3436426116838488,8.071208950210577
22624,IVORY KITCHEN SCALES,22625,RED KITCHEN SCALES,199,0.41200828157349895,18.706852761326978
20723,STRAWBERRY CHARLOTTE BAG,20724,RED RETROSPOT CHARLOTTE BAG,198,0.5857988165680473,16.819102419074138
21928,JUMBO BAG SCANDINAVIAN PAISLEY,21929,JUMBO BAG PINK VINTAGE PAISLEY,198,0.4782608695652174,16.93867692004338
20719,WOODLAND CHARLOTTE BAG,20724,RED RETROSPOT CHARLOTTE BAG,197,0.5103626943005182,14.653225960073149
21166,COOK WITH WINE METAL SIGN ,21175,GIN + TONIC DIET METAL SIGN,197,0.4613583138173302,14.38314471759058
22804,CANDLEHOLDER PINK HANGING HEART,85123A,WHITE HANGING HEART T-LIGHT HOLDER,196,0.717948717948718,7.267427754790035
23201,JUMBO BAG ALPHABET,23202,JUMBO BAG VINTAGE LEAF,195,0.3288364249578415,8.574450953950794
22111,SCOTTIE DOG HOT WATER BOTTLE,22112,CHOCOLATE HOT WATER BOTTLE,190,0.37924151696606784,10.730748647632272
22385,JUMBO BAG SPACEBOY DESIGN,85099B,JUMBO BAG RED RETROSPOT,189,0.5494186046511628,6.741059847640622
21914,BLUE HARMONICA IN BOX ,21915,RED  HARMONICA IN BOX ,189,0.5108108108108108,18.383304272013948
22865,HAND WARMER OWL DESIGN,22866,HAND WARMER SCOTTY DOG DESIGN,189,0.47368421052631576,22.764534412955463
23321,SMALL WHITE HEART OF WICKER,23322,LARGE WHITE HEART OF WICKER,188,0.47117794486215536,20.672270564050574
21166,COOK WITH WINE METAL SIGN ,21181,PLEASE ONE PERSON METAL SIGN,185,0.4332552693208431,12.816314491519408
22326,ROUND SNACK BOXES SET OF4 WOODLAND ,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,185,0.4243119266055046,20.02213891737576
21175,GIN + TONIC DIET METAL SIGN,21181,PLEASE ONE PERSON METAL SIGN,185,0.36926147704590817,10.923286003750075
21931,JUMBO STORAGE BAG SUKI,22383,LUNCH BAG SUKI  DESIGN ,185,0.3162393162393162,6.656794986983666
47590A,BLUE HAPPY BIRTHDAY BUNTING,47590B,PINK HAPPY BIRTHDAY BUNTING,184,0.7022900763358778,40.62618037885213
20724,RED RETROSPOT CHARLOTTE BAG,85099B,JUMBO BAG RED RETROSPOT,184,0.3382352941176471,4.149958412273
23200,JUMBO BAG PEARS,23203,JUMBO BAG DOILEY PATTERNS,183,0.5335276967930029,9.757809246147438
22112,CHOCOLATE HOT WATER BOTTLE,23355,HOT WATER BOTTLE KEEP CALM,182,0.32971014492753625,9.51893300115192
23293,SET OF 12 FAIRY CAKE BAKING CASES,23295,SET OF 12 MINI LOAF BAKING CASES,181,0.5246376811594203,30.921946951052778
20712,JUMBO BAG WOODLAND ANIMALS,85099B,JUMBO BAG RED RETROSPOT,179,0.5014005602240896,6.151905223990617
21929,JUMBO BAG PINK VINTAGE PAISLEY,22386,JUMBO BAG PINK POLKADOT,179,0.40589569160997735,9.17465239834477
21929,JUMBO BAG PINK VINTAGE PAISLEY,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,178,0.4036281179138322,10.649100631243487
21931,JUMBO STORAGE BAG SUKI,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,178,0.30427350427350425,8.027783552783552
23170,REGENCY TEA PLATE ROSES ,23171,REGENCY TEA PLATE GREEN ,177,0.6996047430830039,53.303056010797256
22725,ALARM CLOCK BAKELIKE CHOCOLATE,22727,ALARM CLOCK BAKELIKE RED ,174,0.7219917012448133,16.36689170064258
22728,ALARM CLOCK BAKELIKE PINK,22730,ALARM CLOCK BAKELIKE IVORY,174,0.3824175824175824,16.637827910251307
21086,SET/6 RED SPOTTY PAPER CUPS,21094,SET/6 RED SPOTTY PAPER PLATES,172,0.8,51.63305785123967
23207,LUNCH BAG ALPHABET DESIGN,23209,LUNCH BAG DOILEY PATTERN ,171,0.37254901960784315,7.852689793866265
21175,GIN + TONIC DIET METAL SIGN,85152,HAND OVER THE CHOCOLATE   SIGN ,171,0.3413173652694611,13.163051674428921
84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,84997D,PINK 3 PIECE POLKADOT CUTLERY SET,170,0.7522123893805309,37.416577419536665
22114,HOT WATER BOTTLE TEA AND SYMPATHY,23355,HOT WATER BOTTLE KEEP CALM,169,0.4278481012658228,12.352235662977609
22865,HAND WARMER OWL DESIGN,22867,HAND WARMER BIRD DESIGN,169,0.42355889724310775,20.609241171464486
22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,22750,FELTCRAFT PRINCESS LOLA DOLL,168,0.5793103448275863,35.34471982758621
23200,JUMBO BAG PEARS,23202,JUMBO BAG VINTAGE LEAF,168,0.4897959183673469,12.771489898129536
21928,JUMBO BAG SCANDINAVIAN PAISLEY,22386,JUMBO BAG PINK POLKADOT,168,0.4057971014492754,9.172423918286878
21166,COOK WITH WINE METAL SIGN ,85152,HAND OVER THE CHOCOLATE   SIGN ,168,0.39344262295081966,15.173284760170006
21977,PACK OF 60 PINK PAISLEY CAKE CASES,84991,60 TEATIME FAIRY CAKE CASES,168,0.36923076923076925,13.442926304464768
21928,JUMBO BAG SCANDINAVIAN PAISLEY,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,166,0.40096618357487923,10.578869630500064
23343,JUMBO BAG VINTAGE CHRISTMAS ,23344,JUMBO BAG 50'S CHRISTMAS ,165,0.6226415094339622,22.203282501938485
21790,VINTAGE SNAP CARDS,21791,VINTAGE HEADS AND TAILS CARD GAME ,165,0.31190926275992437,14.161949927462961
21080,SET/20 RED RETROSPOT PAPER NAPKINS ,21094,SET/6 RED SPOTTY PAPER PLATES,164,0.31238095238095237,20.161479732388823
23174,REGENCY SUGAR BOWL GREEN,23175,REGENCY MILK JUG PINK ,163,0.7761904761904762,56.387530454042086
21231,SWEETHEART CERAMIC TRINKET BOX,21232,STRAWBERRY CERAMIC TRINKET BOX,162,0.6090225563909775,21.6681624334184
21930,JUMBO STORAGE BAG SKULLS,85099B,JUMBO BAG RED RETROSPOT,161,0.48936170212765956,6.004195149671575
22745,POPPY'S PLAYHOUSE BEDROOM ,22748,POPPY'S PLAYHOUSE KITCHEN,160,0.7766990291262136,54.64532493658707
23207,LUNCH BAG ALPHABET DESIGN,23208,LUNCH BAG VINTAGE LEAF DESIGN,160,0.3485838779956427,12.458882357926646
21181,PLEASE ONE PERSON METAL SIGN,85152,HAND OVER THE CHOCOLATE   SIGN ,160,0.30303030303030304,11.686494575383463
20719,WOODLAND CHARLOTTE BAG,22355,CHARLOTTE BAG SUKI DESIGN,159,0.4119170984455959,15.24581317682882
21485,RETROSPOT HEART HOT WATER BOTTLE,22111,SCOTTIE DOG HOT WATER BOTTLE,159,0.3945409429280397,12.300069835515073
23171,REGENCY TEA PLATE GREEN ,23172,REGENCY TEA PLATE PINK,158,0.7707317073170732,69.18424446313429
23173,REGENCY TEAPOT ROSES ,23175,REGENCY MILK JUG PINK ,158,0.5505226480836237,39.99354995543311
22551,PLASTERS IN TIN SPACEBOY,22554,PLASTERS IN TIN WOODLAND ANIMALS,157,0.43854748603351956,19.186759620049138
22725,ALARM CLOCK BAKELIKE CHOCOLATE,22726,ALARM CLOCK BAKELIKE GREEN,156,0.6473029045643154,16.35958586794505
22191,IVORY DINER WALL CLOCK,22193,RED DINER WALL CLOCK,156,0.4968152866242038,23.094517743403095
23173,REGENCY TEAPOT ROSES ,23174,REGENCY SUGAR BOWL GREEN,155,0.5400696864111498,40.168325866932136
23293,SET OF 12 FAIRY CAKE BAKING CASES,23296,SET OF 6 TEA TIME BAKING CASES,155,0.4492753623188406,30.37762720371416
23170,REGENCY TEA PLATE ROSES ,23172,REGENCY TEA PLATE PINK,153,0.6047430830039525,54.284380537004225
20971,PINK BLUE FELT CRAFT TRINKET BOX,20972,PINK CREAM FELT CRAFT TRINKET BOX ,152,0.48253968253968255,19.6782958265987
22866,HAND WARMER SCOTTY DOG DESIGN,22867,HAND WARMER BIRD DESIGN,151,0.4646153846153846,22.60693985142583
22569,FELTCRAFT CUSHION BUTTERFLY,22570,FELTCRAFT CUSHION RABBIT,150,0.6944444444444444,44.635916780978505
22192,BLUE DINER WALL CLOCK,22193,RED DINER WALL CLOCK,150,0.5576208178438662,25.921070100902817
23254,CHILDRENS CUTLERY DOLLY GIRL ,23256,CHILDRENS CUTLERY SPACEBOY ,149,0.7760416666666666,53.87108796296296
22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,149,0.4983277591973244,43.72686107248882
20713,JUMBO BAG OWLS,85099B,JUMBO BAG RED RETROSPOT,149,0.4837662337662338,5.93554187368013
22554,PLASTERS IN TIN WOODLAND ANIMALS,22556,PLASTERS IN TIN CIRCUS PARADE ,149,0.4173669467787115,18.73234006246177
21668,RED STRIPE CERAMIC DRAWER KNOB,21669,BLUE STRIPE CERAMIC DRAWER KNOB,148,0.6218487394957983,37.07120405414074
21929,JUMBO BAG PINK VINTAGE PAISLEY,85099F,JUMBO BAG STRAWBERRY,147,0.3333333333333333,10.309570957095708
22568,FELTCRAFT CUSHION OWL,22570,FELTCRAFT CUSHION RABBIT,146,0.4694533762057878,30.174453839334156
20723,STRAWBERRY CHARLOTTE BAG,22355,CHARLOTTE BAG SUKI DESIGN,146,0.4319526627218935,15.987366443254158
22385,JUMBO BAG SPACEBOY DESIGN,22386,JUMBO BAG PINK POLKADOT,145,0.42151162790697677,9.527626796351765
23293,SET OF 12 FAIRY CAKE BAKING CASES,23294,SET OF 6 SNACK LOAF BAKING CASES,144,0.41739130434782606,30.606736068585423
22355,CHARLOTTE BAG SUKI DESIGN,22356,CHARLOTTE BAG PINK POLKADOT,144,0.3412322274881517,15.538501927514407
21930,JUMBO STORAGE BAG SKULLS,22386,JUMBO BAG PINK POLKADOT,143,0.43465045592705165,9.824609943740404
82486,WOOD S/3 CABINET ANT WHITE FINISH,82494L,WOODEN FRAME ANTIQUE WHITE ,143,0.31019522776572667,7.570217597613883
22551,PLASTERS IN TIN SPACEBOY,22556,PLASTERS IN TIN CIRCUS PARADE ,142,0.39664804469273746,17.802430488666285
22191,IVORY DINER WALL CLOCK,22192,BLUE DINER WALL CLOCK,141,0.44904458598726116,26.07296426964696
84378,SET OF 3 HEART COOKIE CUTTERS,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,141,0.4005681818181818,19.01663961038961
22114,HOT WATER BOTTLE TEA AND SYMPATHY,22835,HOT WATER BOTTLE I AM SO POORLY,141,0.3569620253164557,14.59526144873749
22142,CHRISTMAS CRAFT WHITE FAIRY ,22144,CHRISTMAS CRAFT LITTLE FRIENDS,140,0.660377358490566,34.61219450424212
23200,JUMBO BAG PEARS,85099B,JUMBO BAG RED RETROSPOT,140,0.40816326530612246,5.007935617294836
22835,HOT WATER BOTTLE I AM SO POORLY,23355,HOT WATER BOTTLE KEEP CALM,140,0.36649214659685864,10.580851825686386
21669,BLUE STRIPE CERAMIC DRAWER KNOB,21670,BLUE SPOT CERAMIC DRAWER KNOB,138,0.5267175572519084,37.39455239417072
23294,SET OF 6 SNACK LOAF BAKING CASES,23295,SET OF 12 MINI LOAF BAKING CASES,137,0.6431924882629108,37.909522544069446
21932,SCANDINAVIAN PAISLEY PICNIC BAG,21933,PINK VINTAGE PAISLEY PICNIC BAG,137,0.6008771929824561,48.62746568493773
84997B,RED 3 PIECE RETROSPOT CUTLERY SET,84997D,PINK 3 PIECE POLKADOT CUTLERY SET,137,0.5732217573221757,28.51321855928364
20712,JUMBO BAG WOODLAND ANIMALS,22386,JUMBO BAG PINK POLKADOT,137,0.38375350140056025,8.674161994754487
82483,WOOD 2 DRAWER CABINET WHITE FINISH,82494L,WOODEN FRAME ANTIQUE WHITE ,137,0.3549222797927461,8.661767325129533
21485,RETROSPOT HEART HOT WATER BOTTLE,22112,CHOCOLATE HOT WATER BOTTLE,137,0.3399503722084367,9.618994317977489
21928,JUMBO BAG SCANDINAVIAN PAISLEY,85099F,JUMBO BAG STRAWBERRY,137,0.3309178743961353,10.234863921174727
22141,CHRISTMAS CRAFT TREE TOP ANGEL,22144,CHRISTMAS CRAFT LITTLE FRIENDS,136,0.5787234042553191,30.3324860773954
23295,SET OF 12 MINI LOAF BAKING CASES,23296,SET OF 6 TEA TIME BAKING CASES,135,0.5094339622641509,34.445234011271744
21928,JUMBO BAG SCANDINAVIAN PAISLEY,21931,JUMBO STORAGE BAG SUKI,133,0.321256038647343,8.577261654073247
22725,ALARM CLOCK BAKELIKE CHOCOLATE,22728,ALARM CLOCK BAKELIKE PINK,131,0.5435684647302904,18.659331539829463
22555,PLASTERS IN TIN STRONGMAN,22556,PLASTERS IN TIN CIRCUS PARADE ,131,0.46785714285714286,20.998450328407227
82483,WOOD 2 DRAWER CABINET WHITE FINISH,85123A,WHITE HANGING HEART T-LIGHT HOLDER,131,0.3393782383419689,3.4353523685438834
21668,RED STRIPE CERAMIC DRAWER KNOB,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,129,0.542016806722689,38.65644065845516
22379,RECYCLING BAG RETROSPOT ,22381,TOY TIDY PINK POLKADOT,129,0.4095238095238095,28.30244416350611
22328,ROUND SNACK BOXES SET OF 4 FRUITS ,POST,POSTAGE,129,0.38972809667673713,6.136253167332619
20723,STRAWBERRY CHARLOTTE BAG,22356,CHARLOTTE BAG PINK POLKADOT,129,0.3816568047337278,17.379293391067332
21668,RED STRIPE CERAMIC DRAWER KNOB,21671,RED SPOT CERAMIC DRAWER KNOB,128,0.5378151260504201,40.77735171738598
82580,BATHROOM METAL SIGN,82581,TOILET METAL SIGN,128,0.5182186234817814,46.251752458068246
22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,128,0.40634920634920635,35.656001426787945
23204,CHARLOTTE BAG APPLES DESIGN,23206,LUNCH BAG APPLE DESIGN,128,0.39263803680981596,9.522691765423161
20719,WOODLAND CHARLOTTE BAG,20723,STRAWBERRY CHARLOTTE BAG,128,0.3316062176165803,15.323542937731858
22746,POPPY'S PLAYHOUSE LIVINGROOM ,22748,POPPY'S PLAYHOUSE KITCHEN,127,0.8193548387096774,57.64641092705609
22568,FELTCRAFT CUSHION OWL,22569,FELTCRAFT CUSHION BUTTERFLY,127,0.40836012861736337,29.528596522567586
21930,JUMBO STORAGE BAG SKULLS,21931,JUMBO STORAGE BAG SUKI,127,0.3860182370820669,10.306356999974023
22662,LUNCH BAG DOLLY GIRL DESIGN,23206,LUNCH BAG APPLE DESIGN,126,0.328125,7.958050271739131
84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,125,0.7225433526011561,47.21926621036593
21668,RED STRIPE CERAMIC DRAWER KNOB,21670,BLUE SPOT CERAMIC DRAWER KNOB,125,0.5252100840336135,37.28752864782277
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,84970S,HANGING HEART ZINC T-LIGHT HOLDER,125,0.4770992366412214,23.359915288712344
22633,HAND WARMER UNION JACK,22865,HAND WARMER OWL DESIGN,125,0.40716612377850164,15.938665882948415
21122,SET/10 PINK POLKADOT PARTY CANDLES,21124,SET/10 BLUE POLKADOT PARTY CANDLES,124,0.6138613861386139,63.496033047013306
22745,POPPY'S PLAYHOUSE BEDROOM ,22746,POPPY'S PLAYHOUSE LIVINGROOM ,124,0.6019417475728155,60.65631067961164
15056BL,EDWARDIAN PARASOL BLACK,15056N,EDWARDIAN PARASOL NATURAL,124,0.5462555066079295,29.020288291528065
84997B,RED 3 PIECE RETROSPOT CUTLERY SET,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,124,0.5188284518828452,35.856555707779464
23170,REGENCY TEA PLATE ROSES ,23173,REGENCY TEAPOT ROSES ,124,0.4901185770750988,26.673038520334384
22632,HAND WARMER RED POLKA DOT,22866,HAND WARMER SCOTTY DOG DESIGN,124,0.4806201550387597,23.097865235539654
22556,PLASTERS IN TIN CIRCUS PARADE ,POST,POSTAGE,124,0.3563218390804598,5.610272988505748
20712,JUMBO BAG WOODLAND ANIMALS,21931,JUMBO STORAGE BAG SUKI,124,0.3473389355742297,9.273652708946827
20719,WOODLAND CHARLOTTE BAG,22356,CHARLOTTE BAG PINK POLKADOT,124,0.32124352331606215,14.628287436366108
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,84596F,SMALL MARSHMALLOWS PINK BOWL,123,0.6119402985074627,57.232907319688984
22632,HAND WARMER RED POLKA DOT,22865,HAND WARMER OWL DESIGN,123,0.47674418604651164,18.662324415690392
22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,22952,60 CAKE CASES VINTAGE CHRISTMAS,123,0.3407202216066482,16.12639133719466
21671,RED SPOT CERAMIC DRAWER KNOB,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,122,0.5922330097087378,42.23784191160172
23294,SET OF 6 SNACK LOAF BAKING CASES,23296,SET OF 6 TEA TIME BAKING CASES,121,0.568075117370892,38.410239213056116
22554,PLASTERS IN TIN WOODLAND ANIMALS,POST,POSTAGE,121,0.3389355742296919,5.336526949489474
21731,RED TOADSTOOL LED NIGHT LIGHT,POST,POSTAGE,121,0.30632911392405066,4.823139546753778
21670,BLUE SPOT CERAMIC DRAWER KNOB,21671,RED SPOT CERAMIC DRAWER KNOB,120,0.5454545454545454,41.35657546337158
20713,JUMBO BAG OWLS,21931,JUMBO STORAGE BAG SUKI,120,0.38961038961038963,10.402264402264402
22379,RECYCLING BAG RETROSPOT ,85099B,JUMBO BAG RED RETROSPOT,120,0.38095238095238093,4.674073242808514
20713,JUMBO BAG OWLS,22386,JUMBO BAG PINK POLKADOT,119,0.38636363636363635,8.733160110511774
22302,COFFEE MUG PEARS  DESIGN,22303,COFFEE MUG APPLES DESIGN,118,0.7763157894736842,65.54203413940256
21669,BLUE STRIPE CERAMIC DRAWER KNOB,21671,RED SPOT CERAMIC DRAWER KNOB,118,0.45038167938931295,34.148113836804264
